Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
137,2009,5,17,16,True,0.273045508,74,30,9.0,1,10.0,50,22.0,29.87,19428
49,2009,2,18,4,False,0.675799087,50,7,3.8,2,10.0,93,5.0,30.18,0
28,2009,1,28,1,False,1.017973856,49,27,4.7,0,10.0,76,0.0,30.5,0
350,2008,12,15,4,False,0.740418118,46,21,8.9,3,10.0,83,7.0,29.75,0
287,2008,10,13,4,False,0.70310192,64,28,6.4,0,10.0,49,5.0,30.22,0
86,2009,3,27,7,True,0.422252011,62,28,9.9,1,10.0,83,6.0,30.01,4440
36,2009,2,5,16,True,0.439490446,55,16,10.3,3,10.0,72,14.0,29.9,6004
254,2008,9,10,7,True,0.404761905,64,28,9.7,4,10.0,78,7.0,29.8,1346
159,2009,6,8,7,True,0.350340136,61,26,14.2,4,10.0,69,15.0,29.9,2755
338,2008,12,3,13,True,0.206185567,53,33,3.7,3,5.0,80,5.0,30.12,14677
357,2008,12,22,16,True,0.507853403,48,26,8.9,3,10.0,71,11.0,29.88,2553
79,2009,3,20,1,False,0.92866941,54,27,15.6,1,10.0,90,14.0,29.95,0
322,2008,11,17,7,True,0.389072848,64,9,1.2,1,6.0,90,3.0,30.13,585
361,2008,12,26,7,True,0.43728223,47,29,4.9,0,10.0,74,8.0,30.17,0
190,2009,7,9,16,True,0.256264237,60,26,14.7,1,10.0,59,17.0,29.96,21575
223,2009,8,11,7,True,0.381818182,66,30,9.3,1,10.0,84,0.0,30.02,744
363,2008,12,28,7,True,0.43826087,51,10,2.4,2,10.0,89,0.0,30.37,101
80,2009,3,21,22,False,0.796448087,52,22,10.9,3,10.0,74,0.0,29.94,0
356,2008,12,21,13,True,0.195462478,49,12,5.1,4,8.0,86,6.0,30.07,2223
162,2009,6,11,7,True,0.349152542,63,26,16.3,4,10.0,81,16.0,29.96,1755
212,2009,7,31,7,True,0.373522459,62,28,12.8,4,10.0,87,7.0,29.98,1276
197,2009,7,16,16,True,0.257471264,60,30,13.0,1,10.0,61,18.0,29.98,21208
29,2009,1,29,1,False,1.01465798,54,10,4.8,0,10.0,86,0.0,30.29,0
1,2009,1,1,4,False,0.752166378,47,3,3.8,4,10.0,89,7.0,30.18,0
266,2008,9,22,19,True,0.574175824,66,29,7.3,1,10.0,70,16.0,29.95,79
147,2009,5,27,13,True,0.060849598,60,30,11.4,1,9.0,63,17.0,29.86,34371
281,2008,10,7,4,False,0.689306358,65,28,10.2,1,10.0,96,7.0,30.12,0
341,2008,12,6,13,True,0.205172414,51,3,3.6,1,7.0,62,0.0,30.21,20887
9,2009,1,9,10,True,0.131849315,49,11,6.6,1,5.0,96,7.0,30.3,12752
123,2009,5,3,1,False,0.802647413,59,23,9.8,4,10.0,93,10.0,30.13,0
118,2009,4,28,16,True,0.283800244,53,27,14.5,1,10.0,49,23.0,30.13,18707
139,2009,5,19,16,True,0.272409779,59,28,14.4,1,10.0,60,32.0,29.94,20278
189,2009,7,8,1,False,0.767918089,64,28,17.7,0,10.0,78,6.0,29.92,0
326,2008,11,21,1,False,0.998324958,55,28,6.6,0,10.0,83,3.0,30.2,0
28,2009,1,28,13,True,0.158496732,49,27,4.7,0,10.0,40,0.0,30.39,25314
136,2009,5,16,16,True,0.273684211,71,30,6.4,1,10.0,31,14.0,29.85,18939
3,2009,1,3,22,False,1.115716753,44,30,5.2,1,10.0,76,8.0,30.07,0
89,2009,3,30,4,False,0.656042497,57,32,15.4,0,10.0,42,24.0,30.03,0
45,2009,2,14,13,True,0.148148148,48,14,12.3,3,10.0,64,15.0,29.99,16337
17,2009,1,17,10,True,0.134680135,52,6,1.1,0,6.0,80,0.0,30.25,12474
205,2009,7,24,1,False,0.787878788,59,26,13.1,4,10.0,87,13.0,29.93,0
159,2009,6,8,10,True,0.146258503,61,26,14.2,3,10.0,62,14.0,29.92,21473
170,2009,6,19,16,True,0.258173619,63,27,23.3,2,10.0,65,36.0,29.73,21306
283,2008,10,9,16,True,0.35371179,62,27,14.6,0,10.0,50,26.0,29.94,10894
347,2008,12,12,22,False,1.140869565,53,27,9.4,4,10.0,90,7.0,29.85,0
224,2009,8,12,10,True,0.164034022,71,29,12.5,1,10.0,73,3.0,30.01,27323
24,2009,1,24,16,True,0.458745875,52,27,10.0,4,9.0,80,9.0,30.15,1717
332,2008,11,27,10,True,0.098471986,56,29,7.2,2,8.0,87,7.0,30.1,13893
212,2009,7,31,22,False,0.690307329,62,28,12.8,3,10.0,93,13.0,29.96,0
45,2009,2,14,4,False,0.685185185,48,14,12.3,3,10.0,89,7.0,29.98,0
307,2008,11,2,19,False,0.77056962,62,23,8.1,3,10.0,87,3.0,30.06,0
281,2008,10,7,13,True,0.091040462,65,28,10.2,0,9.0,71,3.0,30.11,27357
191,2009,7,10,10,True,0.154109589,61,28,14.6,2,10.0,65,15.0,30.01,27381
105,2009,4,15,19,True,0.517676768,49,28,20.5,1,10.0,71,28.0,30.13,793
134,2009,5,14,4,False,0.570422535,60,27,21.5,2,10.0,86,16.0,30.06,0
91,2009,4,1,4,False,0.650395778,56,27,19.3,0,10.0,77,16.0,29.99,0
74,2009,3,15,19,True,0.559274756,55,18,8.2,3,10.0,80,8.0,30.13,12
338,2008,12,3,16,True,0.515463918,53,33,3.7,4,6.0,69,3.0,30.1,3724
198,2009,7,17,22,False,0.67281106,62,30,13.7,1,10.0,93,15.0,29.97,0
287,2008,10,13,19,True,0.626292467,64,28,6.4,0,10.0,26,13.0,30.2,0
109,2009,4,19,19,True,0.51375,69,30,3.9,1,10.0,40,15.0,30.01,769
202,2009,7,21,19,True,0.468677494,59,27,16.1,3,10.0,87,17.0,29.96,1844
355,2008,12,20,7,True,0.432809773,43,29,2.3,1,10.0,82,0.0,30.36,91
199,2009,7,18,1,False,0.779700115,64,30,13.0,1,10.0,86,9.0,29.95,0
108,2009,4,18,16,True,0.289473684,59,30,8.3,1,10.0,53,11.0,30.06,18918
144,2009,5,24,7,True,0.354094579,52,25,13.0,4,9.0,86,11.0,30.0,567
40,2009,2,9,22,False,0.998430141,48,29,16.2,1,10.0,71,10.0,30.09,0
182,2009,7,1,19,True,0.459276018,65,31,8.6,1,10.0,75,16.0,29.81,2106
123,2009,5,3,16,True,0.280385078,59,23,9.8,4,10.0,75,9.0,30.1,11610
166,2009,6,15,7,True,0.349887133,62,27,11.2,4,10.0,70,8.0,29.95,4724
142,2009,5,22,13,True,0.062427746,59,27,10.2,1,10.0,54,21.0,29.89,35635
273,2008,9,29,1,False,0.928270042,62,28,8.4,4,10.0,90,8.0,29.97,0
358,2008,12,23,7,True,0.434554974,47,13,3.6,2,10.0,83,0.0,29.93,0
64,2009,3,5,19,True,0.662337662,52,27,7.3,3,10.0,72,10.0,30.13,86
152,2009,6,1,7,True,0.351197263,59,27,10.9,4,9.0,83,11.0,29.93,464
251,2008,9,7,19,True,0.540575916,62,29,14.9,1,10.0,87,22.0,29.73,379
9,2009,1,9,4,False,0.748287671,49,11,6.6,4,2.0,96,6.0,30.24,0
231,2009,8,19,1,False,0.832920792,65,30,8.6,4,10.0,93,10.0,29.82,0
41,2009,2,10,4,False,0.694835681,46,22,10.4,1,10.0,73,3.0,30.13,0
54,2009,2,23,19,True,0.683109118,57,17,14.6,4,8.0,87,16.0,30.09,144
354,2008,12,19,7,True,0.431064572,49,26,9.2,4,10.0,96,0.0,30.27,0
54,2009,2,23,1,False,0.931240658,57,17,14.6,4,9.0,93,0.0,30.02,0
68,2009,3,9,1,False,0.967283073,49,29,13.2,1,10.0,58,18.0,30.01,0
155,2009,6,4,1,False,0.759090909,62,27,8.6,4,10.0,78,8.0,29.93,0
61,2009,3,2,10,True,0.119533528,57,19,20.8,4,8.0,90,11.0,29.91,532
143,2009,5,23,16,True,0.269053118,53,24,12.7,4,8.0,77,18.0,29.96,6302
365,2008,12,30,10,True,0.126956522,50,34,4.6,3,0.75,93,6.0,30.23,12426
252,2008,9,8,16,True,0.305774278,64,31,5.8,1,10.0,61,14.0,29.7,17490
42,2009,2,11,4,False,0.692667707,49,22,7.7,2,10.0,86,6.0,30.12,0
136,2009,5,16,7,True,0.357894737,71,30,6.4,1,10.0,73,0.0,29.88,8425
26,2009,1,26,1,False,1.02134647,47,32,6.6,1,10.0,77,7.0,30.01,0
63,2009,3,4,7,True,0.37826087,50,18,7.9,3,10.0,80,6.0,29.96,1291
188,2009,7,7,1,False,0.767918089,62,27,12.9,3,10.0,78,13.0,29.95,0
163,2009,6,12,22,False,0.666666667,62,26,14.0,4,10.0,78,8.0,29.94,0
241,2009,8,29,19,True,0.521019108,74,29,12.4,1,10.0,70,21.0,29.81,586
325,2008,11,20,10,True,0.093489149,57,27,6.6,4,8.0,87,5.0,30.25,4089
303,2008,10,29,4,False,0.737909516,56,30,8.3,1,10.0,100,7.0,30.06,0
290,2008,10,16,7,True,0.440298507,69,29,4.1,1,10.0,72,0.0,30.06,3225
233,2009,8,21,10,True,0.165628892,68,29,9.2,1,10.0,75,3.0,29.92,22969
81,2009,3,22,7,True,0.430517711,49,29,22.1,3,10.0,66,26.0,30.08,1569
124,2009,5,4,10,True,0.151260504,61,20,8.1,4,8.0,84,6.0,30.06,16610
296,2008,10,22,4,False,0.721461187,68,14,2.7,0,10.0,67,0.0,30.07,0
365,2008,12,30,4,False,0.753043478,50,34,4.6,2,6.0,93,5.0,30.21,0
224,2009,8,12,1,False,0.820170109,71,29,12.5,2,10.0,90,5.0,30.0,0
45,2009,2,14,7,True,0.407407407,48,14,12.3,3,10.0,93,8.0,30.01,311
319,2008,11,14,4,False,0.678688525,66,10,6.5,0,10.0,93,0.0,30.08,0
25,2009,1,25,22,False,1.05107084,50,28,18.7,2,10.0,80,11.0,30.0,0
330,2008,11,25,7,True,0.400337838,55,36,3.3,3,8.0,83,0.0,30.04,80
11,2009,1,11,10,True,0.133105802,48,3,2.7,1,10.0,77,3.0,30.51,12521
331,2008,11,26,10,True,0.096610169,55,34,2.1,4,9.0,78,0.0,29.88,1340
53,2009,2,22,22,False,0.955022489,56,15,9.4,4,9.0,90,11.0,30.02,0
13,2009,1,13,16,True,0.477079796,61,13,5.3,0,10.0,29,3.0,30.22,8465
269,2008,9,25,7,True,0.418055556,67,29,9.3,2,10.0,70,0.0,29.93,3894
107,2009,4,17,19,True,0.515683814,57,28,12.1,2,10.0,83,13.0,30.14,751
348,2008,12,13,19,False,0.827826087,49,29,15.9,2,10.0,66,20.0,29.89,0
46,2009,2,15,4,False,0.683076923,49,13,16.6,4,8.0,83,24.0,29.74,0
64,2009,3,5,10,True,0.116883117,52,27,7.3,3,10.0,80,3.0,30.18,16816
320,2008,11,15,19,False,0.800658979,69,14,5.0,1,10.0,38,0.0,30.07,0
176,2009,6,25,22,False,0.662908681,65,26,8.6,1,10.0,75,9.0,29.92,0
187,2009,7,6,4,True,0.561861521,62,27,15.8,3,10.0,75,14.0,30.03,0
288,2008,10,14,1,False,0.971851852,65,29,4.9,0,10.0,75,0.0,30.18,0
119,2009,4,29,13,True,0.064398542,54,27,15.2,3,10.0,46,21.0,30.18,34289
2,2009,1,2,7,True,0.439446367,51,25,10.3,4,4.0,96,10.0,29.95,0
82,2009,3,23,7,True,0.428765265,49,29,13.5,1,10.0,63,7.0,30.36,3732
312,2008,11,7,4,False,0.663987138,62,30,5.2,0,10.0,90,0.0,30.24,0
32,2009,2,1,22,False,1.025764895,54,32,1.9,0,10.0,59,0.0,30.21,0
303,2008,10,29,22,False,0.946957878,56,30,8.3,2,10.0,93,9.0,29.96,0
176,2009,6,25,10,True,0.148816234,65,26,8.6,1,10.0,70,8.0,29.93,22145
53,2009,2,22,7,True,0.394302849,56,15,9.4,4,3.0,93,10.0,29.96,0
51,2009,2,20,19,True,0.691376702,54,32,1.3,2,10.0,75,0.0,30.05,0
197,2009,7,16,7,True,0.363218391,60,30,13.0,1,10.0,90,8.0,30.04,1861
351,2008,12,16,13,True,0.19895288,43,5,9.3,3,10.0,74,7.0,29.97,8729
113,2009,4,23,10,True,0.158024691,57,26,10.4,3,10.0,70,5.0,29.96,1052
88,2009,3,29,10,True,0.178428762,54,28,19.6,1,10.0,53,9.0,29.97,27279
328,2008,11,23,19,False,0.814814815,56,17,4.0,1,10.0,78,0.0,30.01,0
320,2008,11,15,10,True,0.088962109,69,14,5.0,0,10.0,30,7.0,30.14,17752
224,2009,8,12,7,True,0.382746051,71,29,12.5,3,10.0,90,0.0,30.0,6343
287,2008,10,13,13,True,0.094534712,64,28,6.4,0,10.0,14,5.0,30.22,27438
77,2009,3,18,13,True,0.05801105,58,29,8.0,3,8.0,75,5.0,30.16,27536
131,2009,5,11,19,True,0.488783943,57,27,23.5,3,10.0,86,28.0,30.0,1288
61,2009,3,2,22,False,0.930029155,57,19,20.8,3,10.0,67,22.0,29.94,0
327,2008,11,22,7,True,0.395973154,54,28,6.0,2,10.0,83,0.0,30.12,534
236,2009,8,24,4,False,0.617314931,61,27,8.1,1,10.0,83,3.0,29.91,0
267,2008,9,23,7,True,0.416551724,69,29,8.7,1,9.0,84,3.0,29.98,3974
79,2009,3,20,19,True,0.552812071,54,27,15.6,2,10.0,83,14.0,29.9,423
145,2009,5,25,13,True,0.061059908,56,28,10.6,1,10.0,63,20.0,29.92,34780
138,2009,5,18,13,True,0.062863795,59,29,15.6,3,10.0,63,15.0,29.9,25514
112,2009,4,22,1,False,0.827757125,61,29,13.4,0,10.0,60,0.0,29.85,0
47,2009,2,16,4,False,0.680981595,51,15,12.6,4,10.0,80,13.0,29.52,0
315,2008,11,10,10,True,0.087520259,55,28,8.5,3,10.0,72,9.0,30.09,14852
123,2009,5,3,19,True,0.496991576,59,23,9.8,3,10.0,87,6.0,30.08,1086
318,2008,11,13,7,True,0.382978723,60,28,6.0,1,10.0,96,0.0,30.22,915
298,2008,10,24,1,False,1.001531394,68,29,4.9,0,10.0,67,5.0,30.01,0
83,2009,3,24,1,False,0.914749662,52,27,10.7,1,10.0,77,8.0,30.27,0
137,2009,5,17,19,True,0.483080513,74,30,9.0,2,10.0,65,18.0,29.88,1356
102,2009,4,12,4,False,0.624203822,56,27,17.5,4,10.0,90,20.0,30.23,0
231,2009,8,19,10,True,0.16460396,65,30,8.6,2,9.0,73,5.0,29.87,8584
358,2008,12,23,13,True,0.193717277,47,13,3.6,3,10.0,77,8.0,29.93,12958
166,2009,6,15,13,True,0.056433409,62,27,11.2,3,10.0,63,15.0,29.95,20905
329,2008,11,24,16,True,0.510961214,54,15,2.7,3,7.0,62,3.0,30.0,1789
324,2008,11,19,1,False,0.991666667,54,27,5.7,2,7.0,93,6.0,30.13,0
116,2009,4,26,19,True,0.506127451,55,26,14.8,1,10.0,74,21.0,29.99,948
209,2009,7,28,4,False,0.582159624,62,27,12.8,4,10.0,90,8.0,29.88,0
263,2008,9,19,10,True,0.167346939,63,21,7.3,1,10.0,63,9.0,30.0,22783
7,2009,1,7,16,True,0.487972509,49,1,3.8,1,6.0,77,0.0,30.19,7239
49,2009,2,18,22,False,0.96803653,50,7,3.8,2,10.0,77,0.0,30.2,0
329,2008,11,24,7,True,0.399662732,54,15,2.7,2,5.0,89,3.0,30.06,0
152,2009,6,1,1,False,0.761687571,59,27,10.9,4,10.0,83,6.0,29.93,0
116,2009,4,26,16,True,0.285539216,55,26,14.8,1,10.0,62,22.0,30.02,19225
185,2009,7,4,4,True,0.560090703,64,27,11.0,4,10.0,83,8.0,29.97,0
262,2008,9,18,7,True,0.412483039,60,26,7.9,1,10.0,83,0.0,30.02,4342
366,2008,12,31,10,True,0.126736111,48,30,4.1,4,0.5,96,3.0,30.26,2423
302,2008,10,28,4,False,0.735614308,58,29,10.4,1,10.0,100,9.0,30.19,0
148,2009,5,28,19,True,0.473623853,61,31,8.0,2,9.0,80,14.0,29.9,869
222,2009,8,10,22,False,0.707376058,73,30,10.3,1,10.0,87,10.0,29.96,0
141,2009,5,21,4,True,0.563151796,57,30,10.4,2,10.0,86,6.0,29.9,0
36,2009,2,5,1,False,0.993630573,55,16,10.3,2,10.0,72,8.0,29.89,0
93,2009,4,3,13,True,0.061598952,51,28,18.0,0,10.0,51,26.0,29.98,34212
55,2009,2,24,13,True,0.144560358,55,27,5.3,2,10.0,72,5.0,30.17,29645
227,2009,8,15,10,True,0.164215686,67,30,8.5,0,9.0,70,5.0,29.96,26714
42,2009,2,11,22,False,0.992199688,49,22,7.7,3,10.0,89,7.0,30.1,0
51,2009,2,20,10,True,0.125567322,54,32,1.3,3,10.0,69,5.0,30.19,7004
79,2009,3,20,22,False,0.799725652,54,27,15.6,2,10.0,86,11.0,29.91,0
235,2009,8,23,22,False,0.7359199,62,28,11.6,3,10.0,80,8.0,29.92,0
108,2009,4,18,1,False,0.838345865,59,30,8.3,2,10.0,96,9.0,30.13,0
41,2009,2,10,10,True,0.131455399,46,22,10.4,1,10.0,54,14.0,30.22,18914
159,2009,6,8,1,False,0.758503401,61,26,14.2,2,10.0,78,11.0,29.9,0
24,2009,1,24,7,True,0.432343234,52,27,10.0,4,10.0,90,10.0,30.14,0
135,2009,5,15,22,False,0.696365768,58,29,12.9,0,10.0,77,8.0,29.89,0
50,2009,2,19,10,True,0.127465857,53,16,3.0,1,10.0,83,6.0,30.22,19469
345,2008,12,10,13,True,0.203125,51,12,4.0,0,8.0,51,3.0,30.32,20658
38,2009,2,7,10,True,0.132911392,55,32,5.3,3,10.0,83,3.0,29.89,9382
93,2009,4,3,4,False,0.646133683,51,28,18.0,2,10.0,77,17.0,29.94,0
64,2009,3,5,1,False,0.896103896,52,27,7.3,4,10.0,83,5.0,30.1,0
332,2008,11,27,19,False,0.818336163,56,29,7.2,4,10.0,80,10.0,30.15,0
215,2009,8,3,16,True,0.266349584,64,27,11.5,1,10.0,61,17.0,29.97,20756
19,2009,1,19,1,False,1.040201005,55,14,1.9,0,10.0,80,0.0,30.25,0
207,2009,7,26,4,False,0.580116959,63,30,13.0,4,10.0,90,6.0,30.0,0
118,2009,4,28,19,True,0.503045067,53,27,14.5,1,10.0,66,13.0,30.14,1047
339,2008,12,4,22,False,1.135972461,54,6,7.4,0,9.0,77,0.0,30.08,0
344,2008,12,9,19,False,0.828422877,49,6,6.4,0,10.0,69,6.0,30.31,0
133,2009,5,13,4,False,0.571764706,58,27,16.6,1,10.0,74,8.0,30.02,0
314,2008,11,9,13,True,0.20355412,57,28,19.3,2,10.0,70,20.0,29.87,24686
90,2009,3,31,16,True,0.298941799,57,27,12.6,2,10.0,52,25.0,30.02,17640
102,2009,4,12,19,True,0.522292994,56,27,17.5,2,10.0,80,25.0,30.2,668
227,2009,8,15,16,True,0.276960784,67,30,8.5,0,10.0,53,21.0,29.91,18854
35,2009,2,4,10,True,0.134185304,53,20,4.5,3,3.0,93,0.0,29.99,13562
307,2008,11,2,7,True,0.368670886,62,23,8.1,2,10.0,90,9.0,30.02,357
309,2008,11,4,19,False,0.775477707,55,29,13.3,1,10.0,72,16.0,30.17,0
240,2009,8,28,22,False,0.74841169,78,29,6.6,1,10.0,45,6.0,29.92,0
35,2009,2,4,16,True,0.440894569,53,20,4.5,4,6.0,65,0.0,29.9,6425
323,2008,11,18,22,False,1.104651163,57,29,9.3,1,7.0,93,11.0,30.12,0
360,2008,12,25,22,False,1.132404181,47,28,21.1,1,10.0,66,16.0,29.98,0
314,2008,11,9,7,True,0.378029079,57,28,19.3,2,10.0,83,21.0,29.86,1209
170,2009,6,19,4,True,0.553551297,63,27,23.3,1,10.0,87,11.0,29.75,0
73,2009,3,14,10,True,0.194677871,51,27,12.9,4,10.0,66,17.0,30.08,13083
20,2009,1,20,22,False,1.068561873,55,13,1.5,2,10.0,55,0.0,30.05,0
112,2009,4,22,7,True,0.381660471,61,29,13.4,1,10.0,67,6.0,29.86,6772
366,2008,12,31,16,True,0.498263889,48,30,4.1,3,1.25,96,8.0,30.18,5904
222,2009,8,10,13,True,0.054413543,73,30,10.3,1,10.0,44,21.0,29.92,31366
192,2009,7,11,4,True,0.565068493,62,28,13.3,3,10.0,93,7.0,29.99,0
8,2009,1,8,1,False,1.058319039,48,4,3.8,2,5.0,89,7.0,30.15,0
29,2009,1,29,22,False,1.037459283,54,10,4.8,0,10.0,64,3.0,30.31,0
355,2008,12,20,16,True,0.509598604,43,29,2.3,3,10.0,61,0.0,30.29,5310
241,2009,8,29,4,False,0.625477707,74,29,12.4,1,10.0,57,3.0,29.89,0
264,2008,9,20,1,False,0.904502046,65,28,10.3,4,10.0,87,8.0,30.01,0
197,2009,7,16,13,True,0.050574713,60,30,13.0,1,10.0,59,16.0,30.03,33639
348,2008,12,13,22,False,1.140869565,49,29,15.9,3,10.0,63,10.0,29.92,0
335,2008,11,30,4,False,0.716239316,55,7,2.3,0,8.0,90,3.0,30.15,0
264,2008,9,20,19,True,0.568894952,65,28,10.3,4,10.0,87,14.0,30.0,122
54,2009,2,23,10,True,0.12406577,57,17,14.6,4,9.0,87,26.0,30.07,1046
156,2009,6,5,7,True,0.349602724,64,26,8.0,2,10.0,72,3.0,29.9,7123
153,2009,6,2,7,True,0.350797267,60,28,12.2,3,9.0,86,11.0,29.93,1148
158,2009,6,7,13,True,0.057823129,63,27,16.0,1,10.0,55,21.0,29.96,34710
365,2008,12,30,22,False,1.125217391,50,34,4.6,1,10.0,93,7.0,30.19,0
157,2009,6,6,19,True,0.467650397,62,28,10.6,2,10.0,65,16.0,29.95,1672
176,2009,6,25,4,True,0.554678692,65,26,8.6,2,10.0,83,5.0,29.92,0
227,2009,8,15,22,False,0.718137255,67,30,8.5,1,10.0,81,13.0,29.92,0
55,2009,2,24,16,True,0.412816692,55,27,5.3,3,10.0,60,13.0,30.12,14527
323,2008,11,18,4,False,0.689368771,57,29,9.3,0,10.0,86,6.0,30.12,0
256,2008,9,12,1,False,0.886817577,60,28,11.7,3,10.0,90,13.0,29.87,0
219,2009,8,7,7,True,0.378151261,64,27,16.1,3,10.0,81,17.0,30.05,5248
45,2009,2,14,16,True,0.425925926,48,14,12.3,3,10.0,59,17.0,29.94,7212
141,2009,5,21,13,True,0.062572422,57,30,10.4,2,10.0,56,16.0,29.9,35743
298,2008,10,24,7,True,0.450229709,68,29,4.9,2,10.0,75,3.0,30.02,2461
162,2009,6,11,1,False,0.755932203,63,26,16.3,4,10.0,75,14.0,29.96,0
355,2008,12,20,13,True,0.195462478,43,29,2.3,2,10.0,61,0.0,30.33,20205
304,2008,10,30,16,True,0.386541471,59,16,8.6,4,7.0,84,8.0,29.88,0
10,2009,1,10,1,False,1.054700855,56,8,6.9,1,10.0,53,10.0,30.39,0
249,2008,9,5,16,True,0.302083333,77,29,8.5,0,10.0,19,22.0,29.75,14980
10,2009,1,10,22,False,1.099145299,56,8,6.9,0,10.0,77,5.0,30.52,0
82,2009,3,23,1,False,0.917232022,49,29,13.5,0,10.0,65,5.0,30.34,0
310,2008,11,5,22,False,1.065495208,53,30,3.8,4,10.0,62,0.0,30.27,0
256,2008,9,12,10,True,0.167776298,60,28,11.7,4,9.0,81,7.0,29.93,4349
304,2008,10,30,10,True,0.176838811,59,16,8.6,4,7.0,84,0.0,29.9,0
108,2009,4,18,13,True,0.063909774,59,30,8.3,1,10.0,49,14.0,30.09,33175
190,2009,7,9,13,True,0.051252847,60,26,14.7,1,10.0,59,24.0,29.99,34620
294,2008,10,20,16,True,0.371601208,58,27,13.3,2,10.0,70,17.0,30.16,8283
172,2009,6,21,13,True,0.054114994,61,28,15.4,1,10.0,52,22.0,29.9,34592
117,2009,4,27,16,True,0.284493284,52,26,16.8,2,10.0,57,24.0,30.01,20055
259,2008,9,15,4,False,0.651006711,60,28,12.6,4,10.0,87,7.0,29.97,0
311,2008,11,6,1,False,0.950320513,60,30,4.6,3,10.0,62,3.0,30.28,0
360,2008,12,25,1,False,1.06271777,47,28,21.1,4,10.0,86,30.0,29.65,0
60,2009,3,1,19,True,0.67057101,59,14,9.9,4,10.0,90,3.0,29.92,0
257,2008,9,13,10,True,0.166666667,61,29,9.0,4,10.0,72,3.0,29.93,11376
175,2009,6,24,1,False,0.757609921,63,32,7.9,1,10.0,86,10.0,29.78,0
23,2009,1,23,13,True,0.162251656,54,32,2.7,4,1.5,96,0.0,30.03,4097
353,2008,12,18,4,False,0.745200698,47,20,8.7,0,10.0,65,6.0,29.97,0
86,2009,3,27,4,False,0.663538874,62,28,9.9,0,10.0,83,13.0,29.98,0
24,2009,1,24,13,True,0.161716172,52,27,10.0,4,10.0,80,10.0,30.15,2273
250,2008,9,6,4,False,0.636245111,75,30,8.6,1,10.0,73,3.0,29.78,0
70,2009,3,11,7,True,0.45261669,50,28,5.9,1,10.0,79,0.0,30.05,2089
109,2009,4,19,7,True,0.38625,69,30,3.9,0,10.0,78,0.0,30.09,6617
167,2009,6,16,4,True,0.553551297,61,27,15.0,4,10.0,84,9.0,29.89,0
238,2009,8,26,10,True,0.16540404,62,30,12.1,1,10.0,70,13.0,30.03,23711
150,2009,5,30,22,False,0.677714286,61,26,11.2,3,10.0,83,15.0,30.0,0
26,2009,1,26,13,True,0.16091954,47,32,6.6,1,10.0,66,5.0,30.1,25763
242,2009,8,30,7,True,0.395913155,61,27,15.8,2,10.0,90,8.0,29.86,884
90,2009,3,31,4,False,0.653439153,57,27,12.6,0,10.0,74,5.0,30.09,0
101,2009,4,11,7,True,0.39769821,54,27,18.0,2,10.0,74,8.0,30.04,6243
167,2009,6,16,7,True,0.350620068,61,27,15.0,4,9.0,84,14.0,29.92,1653
2,2009,1,2,1,False,1.062283737,51,25,10.3,4,1.5,96,3.0,30.03,0
145,2009,5,25,16,True,0.26843318,56,28,10.6,1,10.0,62,16.0,29.89,20874
31,2009,1,31,1,False,1.006462036,51,28,5.0,1,10.0,93,13.0,30.18,0
87,2009,3,28,10,True,0.180481283,59,28,12.1,0,9.0,78,6.0,30.0,25824
71,2009,3,12,4,False,0.703808181,51,28,9.5,1,10.0,86,0.0,30.07,0
238,2009,8,26,1,False,0.847222222,62,30,12.1,1,10.0,93,8.0,29.99,0
325,2008,11,20,7,True,0.393989983,57,27,6.6,4,9.0,90,5.0,30.21,53
85,2009,3,26,19,True,0.545087483,57,27,15.7,2,10.0,77,22.0,29.97,573
161,2009,6,10,7,True,0.349547511,62,26,10.5,4,10.0,90,7.0,29.95,6294
198,2009,7,17,16,True,0.258064516,62,30,13.7,2,10.0,63,21.0,29.93,20628
345,2008,12,10,1,False,1.046875,51,12,4.0,0,9.0,89,6.0,30.36,0
354,2008,12,19,19,False,0.82547993,49,26,9.2,1,10.0,71,10.0,30.34,0
346,2008,12,11,19,False,0.828125,50,29,4.9,1,10.0,75,13.0,29.99,0
285,2008,10,11,16,True,0.357771261,61,31,14.6,0,10.0,35,21.0,29.95,0
97,2009,4,7,10,True,0.170984456,56,18,9.9,4,9.0,86,10.0,29.94,3238
327,2008,11,22,10,True,0.093959732,54,28,6.0,2,10.0,72,3.0,30.15,15976
183,2009,7,2,10,True,0.151755379,64,29,12.3,1,10.0,68,10.0,29.88,22313
165,2009,6,14,10,True,0.146726862,64,26,9.6,3,10.0,56,11.0,29.99,27487
337,2008,12,2,1,False,1.027444254,56,28,6.9,4,10.0,83,9.0,30.16,0
154,2009,6,3,13,True,0.059225513,61,28,12.9,2,10.0,56,17.0,29.91,34140
356,2008,12,21,16,True,0.509598604,49,12,5.1,4,5.0,86,10.0,29.99,612
334,2008,11,29,10,True,0.098976109,57,12,2.8,3,7.0,80,8.0,30.19,7229
122,2009,5,2,19,True,0.498792271,60,18,11.0,4,10.0,84,13.0,30.07,111
330,2008,11,25,19,False,0.815878378,55,36,3.3,3,10.0,75,0.0,29.96,0
